"id","type","attributes","relationships","meta"
"1066517","attendee","{""pitch"":""2C2P is the most comprehensive payments platform for large and global enterprise businesses operating in emerging markets to accept local and cross-border payments via cards, wallets and mobile channel."",""joined-at"":""2022-09-21T02:22:38.448Z"",""skip-networking"":false,""user-id"":""936621"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936621"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13032"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6919932"",""type"":""selected-interest""},{""id"":""6919474"",""type"":""selected-interest""},{""id"":""6919473"",""type"":""selected-interest""},{""id"":""6919450"",""type"":""selected-interest""},{""id"":""6919439"",""type"":""selected-interest""},{""id"":""6919434"",""type"":""selected-interest""},{""id"":""6919432"",""type"":""selected-interest""},{""id"":""6919421"",""type"":""selected-interest""},{""id"":""6919414"",""type"":""selected-interest""},{""id"":""6919407"",""type"":""selected-interest""},{""id"":""6919400"",""type"":""selected-interest""},{""id"":""6919326"",""type"":""selected-interest""},{""id"":""6919312"",""type"":""selected-interest""},{""id"":""6919305"",""type"":""selected-interest""},{""id"":""6919296"",""type"":""selected-interest""},{""id"":""6919278"",""type"":""selected-interest""},{""id"":""6919276"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066513","attendee","{""pitch"":""Hi! I would like to learn more about interesting application of technology"",""joined-at"":""2022-09-21T02:22:03.784Z"",""skip-networking"":false,""user-id"":""518673"",""bookmarked"":false}","{""user"":{""data"":{""id"":""518673"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""12824"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6923039"",""type"":""selected-interest""},{""id"":""6923038"",""type"":""selected-interest""},{""id"":""6923035"",""type"":""selected-interest""},{""id"":""6923034"",""type"":""selected-interest""},{""id"":""6923033"",""type"":""selected-interest""},{""id"":""6923032"",""type"":""selected-interest""},{""id"":""6923029"",""type"":""selected-interest""},{""id"":""6923026"",""type"":""selected-interest""},{""id"":""6923024"",""type"":""selected-interest""},{""id"":""6923018"",""type"":""selected-interest""},{""id"":""6923009"",""type"":""selected-interest""},{""id"":""6923006"",""type"":""selected-interest""},{""id"":""6923003"",""type"":""selected-interest""},{""id"":""6922997"",""type"":""selected-interest""},{""id"":""6922993"",""type"":""selected-interest""},{""id"":""6922989"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066512","attendee","{""pitch"":""Hi! I represent AVOW the mobile OEM user acquisition specialist"",""joined-at"":""2022-09-21T02:21:28.092Z"",""skip-networking"":false,""user-id"":""936623"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936623"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""12824"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918735"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066511","attendee","{""pitch"":""I bridge the gap between technical/business."",""joined-at"":""2022-09-21T02:21:20.478Z"",""skip-networking"":false,""user-id"":""936622"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936622"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918854"",""type"":""selected-interest""},{""id"":""6918853"",""type"":""selected-interest""},{""id"":""6918838"",""type"":""selected-interest""},{""id"":""6918836"",""type"":""selected-interest""},{""id"":""6918814"",""type"":""selected-interest""},{""id"":""6918807"",""type"":""selected-interest""},{""id"":""6918805"",""type"":""selected-interest""},{""id"":""6918800"",""type"":""selected-interest""},{""id"":""6918799"",""type"":""selected-interest""},{""id"":""6918790"",""type"":""selected-interest""},{""id"":""6918785"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066506","attendee","{""pitch"":""NA"",""joined-at"":""2022-09-21T02:20:17.094Z"",""skip-networking"":false,""user-id"":""936614"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936614"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""12824"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918663"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066505","attendee","{""pitch"":""Hello! Open to connect!"",""joined-at"":""2022-09-21T02:20:11.650Z"",""skip-networking"":false,""user-id"":""936613"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936613"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13032"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918672"",""type"":""selected-interest""},{""id"":""6918658"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066504","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:20:01.879Z"",""skip-networking"":false,""user-id"":""936612"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936612"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13032"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6919373"",""type"":""selected-interest""},{""id"":""6919363"",""type"":""selected-interest""},{""id"":""6919358"",""type"":""selected-interest""},{""id"":""6919348"",""type"":""selected-interest""},{""id"":""6919335"",""type"":""selected-interest""},{""id"":""6919317"",""type"":""selected-interest""},{""id"":""6919310"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066503","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:19:30.754Z"",""skip-networking"":false,""user-id"":""936604"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936604"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13035"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918772"",""type"":""selected-interest""},{""id"":""6918765"",""type"":""selected-interest""},{""id"":""6918754"",""type"":""selected-interest""},{""id"":""6918746"",""type"":""selected-interest""},{""id"":""6918743"",""type"":""selected-interest""},{""id"":""6918737"",""type"":""selected-interest""},{""id"":""6918730"",""type"":""selected-interest""},{""id"":""6918725"",""type"":""selected-interest""},{""id"":""6918716"",""type"":""selected-interest""},{""id"":""6918690"",""type"":""selected-interest""},{""id"":""6918679"",""type"":""selected-interest""},{""id"":""6918676"",""type"":""selected-interest""},{""id"":""6918674"",""type"":""selected-interest""},{""id"":""6918667"",""type"":""selected-interest""},{""id"":""6918654"",""type"":""selected-interest""},{""id"":""6918641"",""type"":""selected-interest""},{""id"":""6918637"",""type"":""selected-interest""},{""id"":""6918625"",""type"":""selected-interest""},{""id"":""6918615"",""type"":""selected-interest""},{""id"":""6918603"",""type"":""selected-interest""},{""id"":""6918596"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066500","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:19:21.428Z"",""skip-networking"":false,""user-id"":""936607"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936607"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13032"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918894"",""type"":""selected-interest""},{""id"":""6918891"",""type"":""selected-interest""},{""id"":""6918885"",""type"":""selected-interest""},{""id"":""6918882"",""type"":""selected-interest""},{""id"":""6918879"",""type"":""selected-interest""},{""id"":""6918875"",""type"":""selected-interest""},{""id"":""6918873"",""type"":""selected-interest""},{""id"":""6918866"",""type"":""selected-interest""},{""id"":""6918864"",""type"":""selected-interest""},{""id"":""6918859"",""type"":""selected-interest""},{""id"":""6918856"",""type"":""selected-interest""},{""id"":""6918850"",""type"":""selected-interest""},{""id"":""6918847"",""type"":""selected-interest""},{""id"":""6918845"",""type"":""selected-interest""},{""id"":""6918844"",""type"":""selected-interest""},{""id"":""6918841"",""type"":""selected-interest""},{""id"":""6918837"",""type"":""selected-interest""},{""id"":""6918834"",""type"":""selected-interest""},{""id"":""6918829"",""type"":""selected-interest""},{""id"":""6918827"",""type"":""selected-interest""},{""id"":""6918823"",""type"":""selected-interest""},{""id"":""6918808"",""type"":""selected-interest""},{""id"":""6918804"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066499","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:19:14.513Z"",""skip-networking"":false,""user-id"":""936480"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936480"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6921859"",""type"":""selected-interest""},{""id"":""6921848"",""type"":""selected-interest""},{""id"":""6921846"",""type"":""selected-interest""},{""id"":""6921842"",""type"":""selected-interest""},{""id"":""6921840"",""type"":""selected-interest""},{""id"":""6921830"",""type"":""selected-interest""},{""id"":""6921819"",""type"":""selected-interest""},{""id"":""6918619"",""type"":""selected-interest""},{""id"":""6918618"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066498","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:19:10.604Z"",""skip-networking"":false,""user-id"":""936605"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936605"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918777"",""type"":""selected-interest""},{""id"":""6918756"",""type"":""selected-interest""},{""id"":""6918751"",""type"":""selected-interest""},{""id"":""6918748"",""type"":""selected-interest""},{""id"":""6918744"",""type"":""selected-interest""},{""id"":""6918738"",""type"":""selected-interest""},{""id"":""6918731"",""type"":""selected-interest""},{""id"":""6918727"",""type"":""selected-interest""},{""id"":""6918720"",""type"":""selected-interest""},{""id"":""6918713"",""type"":""selected-interest""},{""id"":""6918703"",""type"":""selected-interest""},{""id"":""6918699"",""type"":""selected-interest""},{""id"":""6918696"",""type"":""selected-interest""},{""id"":""6918693"",""type"":""selected-interest""},{""id"":""6918691"",""type"":""selected-interest""},{""id"":""6918687"",""type"":""selected-interest""},{""id"":""6918686"",""type"":""selected-interest""},{""id"":""6918681"",""type"":""selected-interest""},{""id"":""6918680"",""type"":""selected-interest""},{""id"":""6918673"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066497","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:18:57.922Z"",""skip-networking"":false,""user-id"":""928530"",""bookmarked"":false}","{""user"":{""data"":{""id"":""928530"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13032"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918810"",""type"":""selected-interest""},{""id"":""6918809"",""type"":""selected-interest""},{""id"":""6918806"",""type"":""selected-interest""},{""id"":""6918798"",""type"":""selected-interest""},{""id"":""6918791"",""type"":""selected-interest""},{""id"":""6918780"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066496","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:18:46.978Z"",""skip-networking"":false,""user-id"":""936599"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936599"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918598"",""type"":""selected-interest""},{""id"":""6918587"",""type"":""selected-interest""},{""id"":""6918586"",""type"":""selected-interest""},{""id"":""6918581"",""type"":""selected-interest""},{""id"":""6918557"",""type"":""selected-interest""},{""id"":""6918556"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066493","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:18:16.536Z"",""skip-networking"":false,""user-id"":""936602"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936602"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13032"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918608"",""type"":""selected-interest""},{""id"":""6918597"",""type"":""selected-interest""},{""id"":""6918585"",""type"":""selected-interest""},{""id"":""6918560"",""type"":""selected-interest""},{""id"":""6918555"",""type"":""selected-interest""},{""id"":""6918543"",""type"":""selected-interest""},{""id"":""6918538"",""type"":""selected-interest""},{""id"":""6918528"",""type"":""selected-interest""},{""id"":""6918520"",""type"":""selected-interest""},{""id"":""6918511"",""type"":""selected-interest""},{""id"":""6918500"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066492","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:18:11.774Z"",""skip-networking"":false,""user-id"":""936601"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936601"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13032"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918776"",""type"":""selected-interest""},{""id"":""6918767"",""type"":""selected-interest""},{""id"":""6918742"",""type"":""selected-interest""},{""id"":""6918512"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066491","attendee","{""pitch"":""Hi! Fastwire is a digital solution that aims to make life easier for financial operations professionals. We want to transform all parts of finance, from billing & collections, disbursements, reconciliations, bookeeping and taxation, into a seamless digital experience."",""joined-at"":""2022-09-21T02:17:55.449Z"",""skip-networking"":false,""user-id"":""936586"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936586"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918670"",""type"":""selected-interest""},{""id"":""6918669"",""type"":""selected-interest""},{""id"":""6918665"",""type"":""selected-interest""},{""id"":""6918659"",""type"":""selected-interest""},{""id"":""6918653"",""type"":""selected-interest""},{""id"":""6918640"",""type"":""selected-interest""},{""id"":""6918624"",""type"":""selected-interest""},{""id"":""6918611"",""type"":""selected-interest""},{""id"":""6918599"",""type"":""selected-interest""},{""id"":""6918592"",""type"":""selected-interest""},{""id"":""6918579"",""type"":""selected-interest""},{""id"":""6918574"",""type"":""selected-interest""},{""id"":""6918564"",""type"":""selected-interest""},{""id"":""6918545"",""type"":""selected-interest""},{""id"":""6918537"",""type"":""selected-interest""},{""id"":""6918535"",""type"":""selected-interest""},{""id"":""6918529"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066490","attendee","{""pitch"":""Hi! I am Tina of Mediclick Health from the Philippines.  We are passionate about healthcare & how we can improve access,experience & delivery of this most important area.  Would love to meet founders in this space, in e-commerce, and investors too. Women founders like me too!"",""joined-at"":""2022-09-21T02:17:43.090Z"",""skip-networking"":false,""user-id"":""936568"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936568"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6919051"",""type"":""selected-interest""},{""id"":""6919044"",""type"":""selected-interest""},{""id"":""6919039"",""type"":""selected-interest""},{""id"":""6919031"",""type"":""selected-interest""},{""id"":""6919025"",""type"":""selected-interest""},{""id"":""6919023"",""type"":""selected-interest""},{""id"":""6919004"",""type"":""selected-interest""},{""id"":""6919001"",""type"":""selected-interest""},{""id"":""6918991"",""type"":""selected-interest""},{""id"":""6918990"",""type"":""selected-interest""},{""id"":""6918980"",""type"":""selected-interest""},{""id"":""6918979"",""type"":""selected-interest""},{""id"":""6918928"",""type"":""selected-interest""},{""id"":""6918922"",""type"":""selected-interest""},{""id"":""6918909"",""type"":""selected-interest""},{""id"":""6918898"",""type"":""selected-interest""},{""id"":""6918870"",""type"":""selected-interest""},{""id"":""6918869"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066489","attendee","{""pitch"":""Hi."",""joined-at"":""2022-09-21T02:17:22.775Z"",""skip-networking"":false,""user-id"":""936596"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936596"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""12824"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918548"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066488","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:17:11.601Z"",""skip-networking"":false,""user-id"":""936595"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936595"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""12824"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918740"",""type"":""selected-interest""},{""id"":""6918739"",""type"":""selected-interest""},{""id"":""6918724"",""type"":""selected-interest""},{""id"":""6918721"",""type"":""selected-interest""},{""id"":""6918719"",""type"":""selected-interest""},{""id"":""6918715"",""type"":""selected-interest""},{""id"":""6918706"",""type"":""selected-interest""},{""id"":""6918697"",""type"":""selected-interest""},{""id"":""6918677"",""type"":""selected-interest""},{""id"":""6918675"",""type"":""selected-interest""},{""id"":""6918655"",""type"":""selected-interest""},{""id"":""6918636"",""type"":""selected-interest""},{""id"":""6918605"",""type"":""selected-interest""},{""id"":""6918600"",""type"":""selected-interest""},{""id"":""6918594"",""type"":""selected-interest""},{""id"":""6918583"",""type"":""selected-interest""},{""id"":""6918554"",""type"":""selected-interest""},{""id"":""6918553"",""type"":""selected-interest""},{""id"":""6918514"",""type"":""selected-interest""},{""id"":""6918513"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066487","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:17:10.233Z"",""skip-networking"":false,""user-id"":""393495"",""bookmarked"":false}","{""user"":{""data"":{""id"":""393495"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""12824"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918525"",""type"":""selected-interest""},{""id"":""6918523"",""type"":""selected-interest""},{""id"":""6918519"",""type"":""selected-interest""},{""id"":""6918515"",""type"":""selected-interest""},{""id"":""6918502"",""type"":""selected-interest""},{""id"":""6918498"",""type"":""selected-interest""},{""id"":""6918492"",""type"":""selected-interest""},{""id"":""6918483"",""type"":""selected-interest""},{""id"":""6918482"",""type"":""selected-interest""},{""id"":""6918469"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066484","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:16:51.198Z"",""skip-networking"":false,""user-id"":""936593"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936593"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13032"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918505"",""type"":""selected-interest""},{""id"":""6918497"",""type"":""selected-interest""},{""id"":""6918491"",""type"":""selected-interest""},{""id"":""6918477"",""type"":""selected-interest""},{""id"":""6918459"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066483","attendee","{""pitch"":""Hi! I would like to meet new people at this event. Especially people doing clean tech."",""joined-at"":""2022-09-21T02:16:44.848Z"",""skip-networking"":false,""user-id"":""936590"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936590"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13035"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918642"",""type"":""selected-interest""},{""id"":""6918638"",""type"":""selected-interest""},{""id"":""6918630"",""type"":""selected-interest""},{""id"":""6918622"",""type"":""selected-interest""},{""id"":""6918601"",""type"":""selected-interest""},{""id"":""6918595"",""type"":""selected-interest""},{""id"":""6918584"",""type"":""selected-interest""},{""id"":""6918570"",""type"":""selected-interest""},{""id"":""6918569"",""type"":""selected-interest""},{""id"":""6918546"",""type"":""selected-interest""},{""id"":""6918532"",""type"":""selected-interest""},{""id"":""6918530"",""type"":""selected-interest""},{""id"":""6918489"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066480","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:16:22.152Z"",""skip-networking"":false,""user-id"":""936588"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936588"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13032"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918415"",""type"":""selected-interest""},{""id"":""6918414"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066479","attendee","{""pitch"":""Hi!"",""joined-at"":""2022-09-21T02:16:12.879Z"",""skip-networking"":false,""user-id"":""936587"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936587"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13032"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918453"",""type"":""selected-interest""},{""id"":""6918450"",""type"":""selected-interest""},{""id"":""6918441"",""type"":""selected-interest""},{""id"":""6918436"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066478","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:16:05.739Z"",""skip-networking"":false,""user-id"":""936585"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936585"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13032"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918440"",""type"":""selected-interest""},{""id"":""6918435"",""type"":""selected-interest""},{""id"":""6918431"",""type"":""selected-interest""},{""id"":""6918425"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066477","attendee","{""pitch"":""Hi! I'm Tonik's Digital Marketing Manager and would love to connect on fintech partnerships and innovations."",""joined-at"":""2022-09-21T02:16:03.667Z"",""skip-networking"":false,""user-id"":""936584"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936584"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""12824"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918571"",""type"":""selected-interest""},{""id"":""6918568"",""type"":""selected-interest""},{""id"":""6918566"",""type"":""selected-interest""},{""id"":""6918563"",""type"":""selected-interest""},{""id"":""6918559"",""type"":""selected-interest""},{""id"":""6918549"",""type"":""selected-interest""},{""id"":""6918541"",""type"":""selected-interest""},{""id"":""6918533"",""type"":""selected-interest""},{""id"":""6918526"",""type"":""selected-interest""},{""id"":""6918517"",""type"":""selected-interest""},{""id"":""6918516"",""type"":""selected-interest""},{""id"":""6918508"",""type"":""selected-interest""},{""id"":""6918507"",""type"":""selected-interest""},{""id"":""6918493"",""type"":""selected-interest""},{""id"":""6918476"",""type"":""selected-interest""},{""id"":""6918460"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066473","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:15:38.272Z"",""skip-networking"":false,""user-id"":""936580"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936580"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13032"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918522"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066472","attendee","{""pitch"":""Hello, I'm a Co-Founder and Chief Product Officer for Fastwire, a B2B SaaS that helps finance teams scale through software rather than headcount. \n\nI'd love to meet and connect with other B2B SaaS companies in SEA!"",""joined-at"":""2022-09-21T02:15:37.413Z"",""skip-networking"":false,""user-id"":""936579"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936579"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""13034"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918485"",""type"":""selected-interest""},{""id"":""6918481"",""type"":""selected-interest""},{""id"":""6918473"",""type"":""selected-interest""},{""id"":""6918468"",""type"":""selected-interest""},{""id"":""6918446"",""type"":""selected-interest""},{""id"":""6918438"",""type"":""selected-interest""},{""id"":""6918432"",""type"":""selected-interest""},{""id"":""6918413"",""type"":""selected-interest""},{""id"":""6918397"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
"1066471","attendee","{""pitch"":""Hi! I would like to meet new people at this event."",""joined-at"":""2022-09-21T02:15:28.256Z"",""skip-networking"":false,""user-id"":""936578"",""bookmarked"":false}","{""user"":{""data"":{""id"":""936578"",""type"":""user""}},""event"":{""data"":{""id"":""6280"",""type"":""event""}},""group"":{""data"":{""id"":""12824"",""type"":""attendee-group""}},""selected-interests"":{""data"":[{""id"":""6918472"",""type"":""selected-interest""},{""id"":""6918471"",""type"":""selected-interest""},{""id"":""6918470"",""type"":""selected-interest""},{""id"":""6918461"",""type"":""selected-interest""},{""id"":""6918457"",""type"":""selected-interest""},{""id"":""6918452"",""type"":""selected-interest""},{""id"":""6918449"",""type"":""selected-interest""},{""id"":""6918447"",""type"":""selected-interest""},{""id"":""6918442"",""type"":""selected-interest""},{""id"":""6918421"",""type"":""selected-interest""},{""id"":""6918412"",""type"":""selected-interest""},{""id"":""6918394"",""type"":""selected-interest""},{""id"":""6918380"",""type"":""selected-interest""},{""id"":""6918365"",""type"":""selected-interest""}]},""sponsors"":{""data"":[]},""selected-sponsor"":{""data"":null}}",
